sl_mult,tp_mult,threshold,min_rr,return_pct,sharpe,win_rate,profit_factor,max_dd,trades,sl_exits,tp_exits,avg_mae,avg_mfe,alpha,composite
3.5,4.5,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,3.5,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,5.0,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,4.0,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,6.0,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,5.5,60,2.0,8.26747948121997,2.454966842051937,41.66666666666667,1.451504179754339,4.638589670250085,48,28,20,2.539914942904088,3.3789290551730025,42.87278647467402,62.69161321462778
3.5,6.0,55,1.5,8.338982780021139,2.3481739540436473,46.42857142857143,1.39375544088237,3.1545391624167682,56,29,26,2.5565842999747006,3.2474157837862387,42.94428977347519,61.72608785396845
3.2,3.5,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
3.2,5.5,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
3.2,5.0,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
3.2,4.5,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
3.2,4.0,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
3.2,6.0,58,2.0,6.980026123842322,2.1593629404062056,41.509433962264154,1.3858869787191277,4.523864401076113,53,31,22,2.475886217554342,3.0831702280856987,41.58533311729637,60.07751137170277
2.8,6.0,55,1.5,8.050750989964332,2.1323287888982807,43.28358208955223,1.3599484169213978,4.064787117173583,67,38,29,2.3936066606170425,2.906816891890926,42.65605798341838,59.70718215718958
2.8,6.0,55,1.8,8.050750989964332,2.1323287888982807,43.28358208955223,1.3599484169213978,4.064787117173583,67,38,29,2.3936066606170425,2.906816891890926,42.65605798341838,59.70718215718958
2.8,6.0,55,2.0,8.050750989964332,2.1323287888982807,43.28358208955223,1.3599484169213978,4.064787117173583,67,38,29,2.3936066606170425,2.906816891890926,42.65605798341838,59.70718215718958
3.5,6.0,52,1.5,7.605090053609774,2.0752326657660505,44.827586206896555,1.334822735677713,3.837265221352657,58,31,26,2.6846540650589596,3.1568540256070565,42.21039704706382,59.09785290389334
3.5,3.5,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,4.5,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,4.0,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,6.0,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,5.5,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,5.0,58,1.8,6.587378364067535,2.040246521242621,44.230769230769226,1.3480062108159514,3.764958212065212,52,29,23,2.555437165327362,3.1799410526475875,41.19268535752158,59.08540780804884
3.5,3.5,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,4.0,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,6.0,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,5.0,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,5.5,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,4.5,55,1.8,6.232112578461397,1.930827694919998,45.09803921568628,1.317800833136251,3.8197150950074157,51,28,23,2.5892887033860545,3.463275220078342,40.83741957191545,58.00972941616778
3.5,3.5,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
3.5,6.0,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
3.5,4.5,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
3.5,4.0,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
3.5,5.0,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
3.5,5.5,52,1.8,6.617022701402835,1.88680230941179,44.642857142857146,1.3122918959634176,4.180765168301054,56,31,24,2.5888616682080987,3.2797719931982425,41.22232969485688,57.56380958549266
2.8,4.5,55,1.5,7.28941299639339,1.869377115949949,50.0,1.2913700286015404,3.5762332594554658,84,42,42,2.267630517882082,2.5309773874572703,41.89471998984744,57.361659765883594
2.8,5.0,55,1.5,6.8801174655365225,1.706743193076642,45.67901234567901,1.2672284329563057,4.225894895772112,81,44,37,2.345634912324582,2.703456702212479,41.48542445899057,55.869069795812294
3.5,5.5,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
3.5,6.0,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
3.5,3.5,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
3.5,4.0,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
3.5,5.0,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
3.5,4.5,55,2.0,5.215130878791842,1.6839406514451405,41.30434782608695,1.2783250074730494,4.613541645934014,46,27,19,2.7046610614821422,3.5953852359991623,39.82043787224589,55.763914847864626
2.8,3.5,55,1.8,6.596220435173586,1.6502349974046566,45.0,1.2572216133863807,4.20096630713364,80,44,36,2.3717678026494835,2.751775121721455,41.201527428627635,55.40407493743959
2.8,5.0,55,1.8,6.596220435173586,1.6502349974046566,45.0,1.2572216133863807,4.20096630713364,80,44,36,2.3717678026494835,2.751775121721455,41.201527428627635,55.40407493743959
